time,group1max,group1norm,group2max,group2norm,memory,powernorm,tot_fissions
434.90000000003,2.6180100166882e+14,4.6304707917181e+18,1.0552576744634e+15,1.8638745487646e+19,193631,9432990.535017,2.9147273863577e+17
435.00000000003,2.6142272927315e+14,4.6237365466011e+18,1.0537333995278e+15,1.8611654451516e+19,193631,9419201.7511903,2.9104667496386e+17
435.10000000003,2.6105902057288e+14,4.6172578458095e+18,1.0522677536761e+15,1.8585589916672e+19,193632,9405947.4681531,2.9063712698847e+17
435.20000000003,2.6071021261932e+14,4.6110406799388e+18,1.0508620950995e+15,1.8560575983268e+19,193633,9393239.9496555,2.902444736508e+17
435.30000000003,2.6037662821829e+14,4.6050907902531e+18,1.0495177247368e+15,1.8536635750891e+19,193634,9381090.9423209,2.8986907791321e+17
435.40000000003,2.6005858425589e+14,4.5994138132605e+18,1.0482359194848e+15,1.8513791895999e+19,193636,9369511.965193,2.8951129570602e+17
435.50000000003,2.5975638151986e+14,4.5940151038653e+18,1.0470178916065e+15,1.8492065965695e+19,193636,9358513.9561162,2.8917146500087e+17
435.60000000003,2.594703095623e+14,4.5888998205397e+18,1.0458648081259e+15,1.847147871788e+19,193636,9348107.4421034,2.8884991107503e+17
435.70000000003,2.5920064897279e+14,4.5840729638244e+18,1.044777799858e+15,1.8452050274514e+19,193637,9338302.6157547,2.8854694887263e+17
435.80000000003,2.5894766572374e+14,4.5795392778796e+18,1.043757938869e+15,1.8433799728682e+19,193639,9329109.1385969,2.8826287692802e+17
435.90000000003,2.5871161088936e+14,4.5753032462214e+18,1.0428062373664e+15,1.8416745127589e+19,193639,9320536.1323999,2.8799797709744e+17
436.00000000003,2.5849272982106e+14,4.5713692496175e+18,1.0419236841107e+15,1.8400904101202e+19,193640,9312592.4924741,2.8775252423969e+17
436.10000000003,2.5829125406574e+14,4.5677414268886e+18,1.0411112123845e+15,1.8386293308455e+19,193712,9305286.6125235,2.875267777143e+17
436.20000000003,2.5810738970152e+14,4.5644234736348e+18,1.0403696535968e+15,1.837292763479e+19,193713,9298625.9833217,2.8732096898087e+17
436.30000000003,2.5794134243259e+14,4.5614190749475e+18,1.0396998368999e+15,1.836082191522e+19,193713,9292618.0509208,2.8713532811715e+17
436.40000000003,2.5779329944343e+14,4.5587315923822e+18,1.0391025171641e+15,1.8349989687834e+19,193714,9287269.5961832,2.8697006464698e+17
436.50000000003,2.5766343665972e+14,4.5563641887929e+18,1.0385784037877e+15,1.834044369079e+19,193714,9282586.9821573,2.8682537518408e+17
436.60000000003,2.5755191389991e+14,4.5543197447181e+18,1.0381281414474e+15,1.8332195529251e+19,193716,9278575.987902,2.8670143829726e+17
436.70000000003,2.5745887657662e+14,4.552600887584e+18,1.037752316768e+15,1.8325255790862e+19,193717,9275241.8651895,2.8659841626259e+17
436.80000000003,2.5738445715857e+14,4.5512100174595e+18,1.0374514642535e+15,1.8319634149544e+19,193718,9272589.3914659,2.8651645669977e+17
436.90000000003,2.5732877217874e+14,4.5501492547857e+18,1.037226054241e+15,1.8315339155572e+19,193718,9270622.7634467,2.8645568928433e+17
437.00000000003,2.5729192362181e+14,4.5494204642466e+18,1.0370764984849e+15,1.8312378331448e+19,193718,9269345.6455841,2.8641622724527e+17
437.10000000003,2.5727399734638e+14,4.5490252272752e+18,1.0370031438009e+15,1.8310758061411e+19,193720,9268761.1141009,2.8639816563569e+17
437.20000000003,2.5727506536115e+14,4.5489648813708e+18,1.0370062812004e+15,1.8310483748991e+19,193720,9268871.7363716,2.8640158378564e+17
437.30000000003,2.5729518130011e+14,4.5492404418556e+18,1.0370861278196e+15,1.8311559504252e+19,193722,9269679.4139114,2.8642654045062e+17
437.40000000003,2.5733438538556e+14,4.5498526876252e+18,1.0372428466266e+15,1.8313988485284e+19,193723,9271185.5525696,2.8647307907035e+17
437.50000000003,2.5739270066949e+14,4.5508020963141e+18,1.0374765315638e+15,1.8317772640829e+19,193723,9273390.9349181,2.8654122382577e+17
